,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,food_check_score,dollar_signs
40088,zqPAwZbi5rS1dyHrKzDpMg,Ka Chi,585 Bloor Street W,Toronto,ON,M6G 1K3,43.664688399999996,-79.41264659999999,3.5,71,0,"{'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True'}","Restaurants, Korean",,58,3
40600,fJvY-QjDY1ZWWArjx9rRIw,KINTON RAMEN,668 Bloor St W,Toronto,ON,M6G 1L2,43.6640864,-79.4163258,3.5,110,1,"{'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'WheelchairAccessible': 'False', 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""'loud'"", 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False'}","Restaurants, Japanese, Ramen","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-23:30', 'Saturday': '11:30-23:30', 'Sunday': '11:30-22:30'}",54,3
40610,eCeFBHucdjbZkJlry8EALw,Papi Queso,,Charlotte,NC,28202,35.2326781,-80.8460822,4.5,139,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTableService': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True'}","American (New), Sandwiches, Restaurants, Food Trucks, Street Vendors, Food","{'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0'}",64,3
40860,6u_6RV0qDaTQyYqZTzl3XA,Wingstop,400 N Nellis Blvd,Las Vegas,NV,89110,36.166906,-115.06171200000001,3.5,95,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'WiFi': ""'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'WheelchairAccessible': 'True'}","Restaurants, American (New), Chicken Wings, Fast Food","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}",44,2
41292,ppyUsjr_baAojLKyAAO1uw,Casetta Kitchen and Counter,"222 W Washington Ave, Ste 30",Madison,WI,53703,43.0734362651,-89.38674079260001,4.5,52,1,"{'CoatCheck': 'False', 'WiFi': ""u'free'"", 'GoodForDancing': 'False', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'Smoking': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BikeParking': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'HappyHour': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True'}","Delis, Italian, Cocktail Bars, Breakfast & Brunch, Wine Bars, Bars, Restaurants, Nightlife, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '10:30-19:0', 'Wednesday': '7:30-14:30', 'Thursday': '7:30-15:0', 'Friday': '7:30-15:0', 'Saturday': '9:0-14:0'}",82,1
41424,J7fekWie4ZwR03AZVBisFw,Cafe South,7901 Forest Pine Dr,Charlotte,NC,28273,35.1362783,-80.9054348,4.0,198,1,"{'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True'}","Breakfast & Brunch, Salad, Restaurants, Cafes, Event Planning & Services, Caterers, Chicken Wings, American (New)","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '7:0-15:0'}",67,1
41808,Z-graJvcYCSOGWRs3bDzLQ,Old Chicago,1656 S Alma School Rd,Mesa,AZ,85210,33.3847517,-111.8578367,3.5,174,1,"{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}"", 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'GoodForKids': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'HappyHour': 'True', 'RestaurantsPriceRange2': '2', 'GoodForDancing': 'False', 'CoatCheck': 'False', 'NoiseLevel': ""u'average'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'""}","Food, Breweries, Italian, Beer, Wine & Spirits, Bars, Pizza, Nightlife, Restaurants, Salad, American (Traditional), Sports Bars","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",57,4
43302,9HWCSPtMP2tU_cTDsEU1Cw,HÀO,251 Rue Rachel E,Montréal,QC,H2W 1E5,45.5204175943,-73.579611294,5.0,62,1,"{'BikeParking': 'False', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'Caters': 'False', 'DogsAllowed': 'False', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Restaurants, Dim Sum, Filipino, Chinese, Asian Fusion","{'Wednesday': '12:0-15:0', 'Thursday': '17:0-20:0', 'Friday': '17:0-20:0', 'Saturday': '17:0-20:0'}",80,1
43780,WzVFBhckDWtyFUfC9o9bGA,Coconut's Fish Cafe,"7366 E Shea Blvd, Ste 110",Scottsdale,AZ,85260,33.5841115,-111.92230009999999,4.5,237,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'HasTV': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'WheelchairAccessible': 'True', 'Caters': 'False', 'RestaurantsTableService': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'beer_and_wine'""}","Fish & Chips, Hawaiian, Food, Seafood, Restaurants, Poke","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",77,1
44382,uBroDHaLcXSE24c8EhPvmw,Eighty Acres Kitchen & Bar,1910 New Texas Rd,Pittsburgh,PA,15239,40.451436,-79.714752,4.0,96,1,"{'CoatCheck': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""'average'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'HappyHour': 'True', 'Smoking': ""u'no'"", 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'BikeParking': 'False', 'Caters': 'True', 'RestaurantsTableService': 'True'}","American (New), Restaurants, Bars, Diners, Nightlife","{'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '16:0-23:0', 'Sunday': '15:0-21:0'}",69,2
44444,WVi8G1QuTYsaIuOLUAfG-Q,Harrisburg Family House,5429 Hwy 49 S,Harrisburg,NC,28075,35.320054,-80.667621,3.5,137,1,"{'WiFi': ""u'no'"", 'Caters': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '1'}","American (Traditional), Restaurants, Italian","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '7:0-15:0'}",55,2
44472,MrSHPvHVdE_VzVN7iRz45Q,Enso Asian Bistro & Sushi Bar,"210 E Trade St, Ste A-108",Charlotte,NC,28202,35.225551,-80.841872,3.5,340,0,"{'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True'}","Lounges, Bars, Nightlife, Sushi Bars, Asian Fusion, Restaurants","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-1:0', 'Saturday': '12:0-1:0', 'Sunday': '16:0-22:0'}",51,3
44553,ACRXKq6Ngtktnvf6rdcGwQ,Cracker Barrel Old Country Store,3203 Queen City Dr,Charlotte,NC,28208,35.2397877,-80.9181382,3.5,81,1,"{'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BikeParking': 'False', 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'Caters': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Southern, Comfort Food, Breakfast & Brunch, Restaurants, Caterers, Diners, Event Planning & Services, American (New), American (Traditional)","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Sunday': '6:0-22:0'}",43,1
44661,0TljdWRIDQzlp4siHQ_BAQ,Denny's,5585 Simmons St,Las Vegas,NV,89031,36.2609532,-115.18041670000001,2.0,81,1,"{'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'NoiseLevel': ""'average'"", 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'Caters': 'False', 'BikeParking': 'True', 'WiFi': ""'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Breakfast & Brunch, American (Traditional), Restaurants, Diners","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",16,4
44765,VuIIfIAEtGFXcAcXCvK-1g,Burritoholics,6920 E Cave Creek Rd,Cave Creek,AZ,85331,33.8302838186,-111.9316480736,4.0,83,0,"{'NoiseLevel': ""'average'"", 'WheelchairAccessible': 'True', 'Alcohol': ""u'beer_and_wine'"", 'DriveThru': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForKids': 'True', 'HasTV': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'True', 'RestaurantsTableService': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}""}","Mexican, Fast Food, Breakfast & Brunch, Restaurants, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",64,1
44907,trKyIRyjKqVSZmcU0AnICQ,Pearl Diver,100 Adelaide Street E,Toronto,ON,M5C 1K9,43.6515394,-79.37376,4.0,517,1,"{'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'""}","Chinese, Steakhouses, Seafood, Breakfast & Brunch, Restaurants, Irish, Comfort Food","{'Monday': '0:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '12:0-1:0', 'Friday': '12:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}",69,4
45724,tYYJYqbw1zasFUCqrkawKQ,Eagles Buffet,524 N 92nd St,Scottsdale,AZ,85256,33.454427,-111.885598,3.5,132,1,"{'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'no'"", 'HasTV': 'False', 'RestaurantsTakeOut': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False'}","Restaurants, Buffets","{'Monday': '16:30-21:0', 'Tuesday': '16:30-21:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:30-23:0', 'Saturday': '16:30-23:0', 'Sunday': '16:30-21:0'}",52,1
45894,_bDy-L6f148jLEzXSuBOFw,Pieology Pizzeria,"3450 W Chandler Blvd, Ste 5",Chandler,AZ,85226,33.3057347,-111.90166529999999,4.5,189,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'Caters': 'True', 'BikeParking': 'True', 'HasTV': 'False', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False'}","Pizza, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",67,3
46761,pX_Gr9L5gXhmNx3YQe23Nw,New York Deli & Restaurant,8045 Providence Rd,Charlotte,NC,28277,35.098439,-80.775959,3.0,61,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'Alcohol': ""u'none'"", 'BikeParking': 'True'}","Restaurants, Sandwiches, Delis","{'Tuesday': '11:0-15:0', 'Wednesday': '11:0-15:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-15:0', 'Saturday': '9:0-16:0', 'Sunday': '9:0-15:0'}",33,4
46918,82YGtjc5KKikNiqBZ33qzw,Kyara Japanese Tapas,"6555 S Jones Blvd, Ste 120",Las Vegas,NV,89118,36.0698311,-115.2249867,4.0,507,1,"{'WheelchairAccessible': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'False', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2'}","Desserts, Tapas Bars, Japanese, Food, Restaurants","{'Monday': '17:0-2:0', 'Tuesday': '17:0-2:0', 'Wednesday': '18:0-2:0', 'Thursday': '17:0-2:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-2:0', 'Sunday': '17:0-2:0'}",70,1
